id,angle
666,"tensor(309, dtype=torch.int32)"
667,"tensor(224, dtype=torch.int32)"
668,"tensor(190, dtype=torch.int32)"
669,"tensor(172, dtype=torch.int32)"
670,"tensor(253, dtype=torch.int32)"
671,"tensor(281, dtype=torch.int32)"
672,"tensor(121, dtype=torch.int32)"
673,"tensor(149, dtype=torch.int32)"
674,"tensor(222, dtype=torch.int32)"
675,"tensor(166, dtype=torch.int32)"
676,"tensor(104, dtype=torch.int32)"
677,"tensor(289, dtype=torch.int32)"
678,"tensor(176, dtype=torch.int32)"
679,"tensor(147, dtype=torch.int32)"
680,"tensor(177, dtype=torch.int32)"
681,"tensor(2, dtype=torch.int32)"
682,"tensor(218, dtype=torch.int32)"
683,"tensor(357, dtype=torch.int32)"
684,"tensor(140, dtype=torch.int32)"
685,"tensor(298, dtype=torch.int32)"
686,"tensor(359, dtype=torch.int32)"
687,"tensor(269, dtype=torch.int32)"
688,"tensor(38, dtype=torch.int32)"
689,"tensor(280, dtype=torch.int32)"
690,"tensor(210, dtype=torch.int32)"
691,"tensor(254, dtype=torch.int32)"
692,"tensor(180, dtype=torch.int32)"
693,"tensor(353, dtype=torch.int32)"
694,"tensor(10, dtype=torch.int32)"
695,"tensor(315, dtype=torch.int32)"
696,"tensor(21, dtype=torch.int32)"
697,"tensor(307, dtype=torch.int32)"
698,"tensor(173, dtype=torch.int32)"
699,"tensor(290, dtype=torch.int32)"
700,"tensor(180, dtype=torch.int32)"
701,"tensor(347, dtype=torch.int32)"
702,"tensor(217, dtype=torch.int32)"
703,"tensor(336, dtype=torch.int32)"
704,"tensor(89, dtype=torch.int32)"
705,"tensor(213, dtype=torch.int32)"
706,"tensor(249, dtype=torch.int32)"
707,"tensor(126, dtype=torch.int32)"
708,"tensor(179, dtype=torch.int32)"
709,"tensor(275, dtype=torch.int32)"
710,"tensor(211, dtype=torch.int32)"
711,"tensor(22, dtype=torch.int32)"
712,"tensor(269, dtype=torch.int32)"
713,"tensor(238, dtype=torch.int32)"
714,"tensor(318, dtype=torch.int32)"
715,"tensor(137, dtype=torch.int32)"
716,"tensor(173, dtype=torch.int32)"
717,"tensor(85, dtype=torch.int32)"
718,"tensor(186, dtype=torch.int32)"
719,"tensor(26, dtype=torch.int32)"
720,"tensor(44, dtype=torch.int32)"
721,"tensor(114, dtype=torch.int32)"
722,"tensor(276, dtype=torch.int32)"
723,"tensor(323, dtype=torch.int32)"
724,"tensor(18, dtype=torch.int32)"
725,"tensor(74, dtype=torch.int32)"
726,"tensor(217, dtype=torch.int32)"
727,"tensor(333, dtype=torch.int32)"
728,"tensor(111, dtype=torch.int32)"
729,"tensor(213, dtype=torch.int32)"
730,"tensor(31, dtype=torch.int32)"
731,"tensor(54, dtype=torch.int32)"
732,"tensor(258, dtype=torch.int32)"
733,"tensor(239, dtype=torch.int32)"
734,"tensor(241, dtype=torch.int32)"
